subjno	age	gender	isPractice	viewdist	CmToPixX	CmToPixY	SOA_frm	SOA_time	targNum	targID	targExample	targRace	targGender	firstTargPos	contrast	familiarity	curr_staircase	iStair	TrialNum	BlockNum	blktrl	sessionNum	TC_FIXATION	TC_RSVP_START	TC_RSVP_END	TC_BLANK	TC_RESPONSE_ONSET	RT2afc	resp_2afc	acc	RSVPOnsetVBL	RSVPOnsetTime	RSVPOffsetVBL	RSVPOffsetTime	startrt_2afc
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	1	1	NaN	1	3	0.0398107170553497	1	1	1	1	1	1	1	111	211	311	NaN	511	0.453869374468923	1	1	NaN	4909351.9447864	NaN	4909352.9280887	4909353.46119523
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	2	1	NaN	1	5	0.0158489319246111	1	1	2	2	1	2	1	111	211	311	NaN	511	1.18422072660178	2	0	NaN	4909354.8784118	NaN	4909355.8616872	4909356.39481967
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	12	1	NaN	2	4	0.158489319246111	1	1	3	3	1	3	1	111	211	311	NaN	511	0.900505994446576	1	0	NaN	4909358.5785448	NaN	4909359.5619614	4909360.07851311
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	1	1	NaN	1	3	0.398107170553497	1	1	4	4	1	4	1	111	211	311	NaN	511	0.536007642745972	1	1	NaN	4909361.8955436	NaN	4909362.8789591	4909363.39551416
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	6	1	NaN	1	3	0.251188643150958	1	1	5	5	1	5	1	111	211	311	NaN	511	0.418235621415079	1	1	NaN	4909364.8291509	NaN	4909365.8125782	4909366.32912888
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	5	1	NaN	1	4	0.0251188643150958	1	1	6	6	1	6	1	111	211	311	NaN	511	0.872203067876399	2	0	NaN	4909367.6627719	NaN	4909368.6460799	4909369.16274283
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	3	1	NaN	1	5	0.0630957344480193	1	1	7	7	1	7	1	111	211	311	NaN	511	0.832959621213377	1	1	NaN	4909371.0463197	NaN	4909372.0298557	4909372.54642898
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	8	1	NaN	2	5	0.630957344480193	1	1	8	8	1	8	1	111	211	311	NaN	511	0.502776722423732	1	0	NaN	4909374.2800928	NaN	4909375.2635067	4909375.78005448
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	4	1	NaN	1	5	0.0398107170553497	1	1	9	9	1	9	1	111	211	311	NaN	511	0.34928516857326	1	1	NaN	4909377.3136101	NaN	4909378.2971442	4909378.81368513
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	9	1	NaN	2	3	0.1	1	1	10	10	1	10	1	111	211	311	NaN	511	0.470837321132421	1	0	NaN	4909380.080681	NaN	4909381.0640917	4909381.58062728
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	7	1	NaN	2	3	0.251188643150958	1	1	11	11	1	11	1	111	211	311	NaN	511	0.955940521322191	2	1	NaN	4909383.1476412	NaN	4909384.131029	4909384.64758948
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	7	1	NaN	2	3	0.630957344480193	1	1	12	12	1	12	1	111	211	311	NaN	511	2.24369072169065	2	1	NaN	4909386.5313027	NaN	4909387.5146928	4909388.03126808
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	3	1	NaN	1	5	0.158489319246111	1	1	13	13	1	13	1	111	211	311	NaN	511	0.513197064399719	1	1	NaN	4909391.1817594	NaN	4909392.1651718	4909392.68171764
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	11	1	NaN	2	3	0.0630957344480193	1	1	14	14	1	14	1	111	211	311	NaN	511	2.45238582231104	1	0	NaN	4909394.0987129	NaN	4909395.0821298	4909395.59867608
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	3	1	NaN	1	3	0.0158489319246111	1	1	15	15	1	15	1	111	211	311	NaN	511	0.734558321535587	2	0	NaN	4909399.0325178	NaN	4909400.0159535	4909400.53249248
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	12	1	NaN	2	5	0.0251188643150958	1	1	16	16	1	16	1	111	211	311	NaN	511	0.920974242500961	1	0	NaN	4909402.1662307	NaN	4909403.1496046	4909403.66614426
58	99	99	1	90	36.1581920903955	36.241610738255	0	0	1	4	1	NaN	1	5	0.398107170553497	1	1	17	17	1	17	1	111	211	311	NaN	511	0.587206969037652	1	1	NaN	4909405.4998369	NaN	4909406.4832565	4909406.99979973
