subjno	age	gender	isPractice	viewdist	CmToPixX	CmToPixY	SOA_frm	SOA_time	targNum	targID	targExample	targRace	targGender	firstTargPos	contrast	familiarity	curr_staircase	iStair	TrialNum	BlockNum	blktrl	sessionNum	TC_FIXATION	TC_RSVP_START	TC_RSVP_END	TC_BLANK	TC_RESPONSE_ONSET	RT2afc	resp_2afc	acc	RSVPOnsetVBL	RSVPOnsetTime	RSVPOffsetVBL	RSVPOffsetTime	startrt_2afc
14	20	0	0	90	36.1581920903955	36.241610738255	22	0.733379944115877	2	10	3	NaN	2	5	0.0534935379151947	0	1	NaN	1	1	1	2	120	220	320	NaN	520	1.13957257382572	2	1	NaN	4473903.0404698	NaN	4473904.0237816	4473904.55688503
14	20	0	0	90	36.1581920903955	36.241610738255	16	0.533367232084274	2	3	4	NaN	1	4	0.0534935379151947	0	1	NaN	2	1	2	2	120	220	320	NaN	520	0.854329126887023	2	0	NaN	4473906.5574788	NaN	4473907.5407542	4473908.07389997
14	20	0	0	90	36.1581920903955	36.241610738255	17	0.566702684089541	2	8	2	NaN	2	3	0.0534935379151947	0	1	NaN	3	1	3	2	120	220	320	NaN	520	1.62282432708889	2	1	NaN	4473909.7576152	NaN	4473910.7409861	4473911.25754337
14	20	0	0	90	36.1581920903955	36.241610738255	20	0.666709040105343	2	11	3	NaN	2	4	0.0534935379151947	0	1	NaN	4	1	4	2	120	220	320	NaN	520	0.352702468633652	2	1	NaN	4473913.7080084	NaN	4473914.6913656	4473915.20791843
14	20	0	0	90	36.1581920903955	36.241610738255	14	0.46669632807374	2	2	5	NaN	1	3	0.0534935379151947	0	1	NaN	5	1	5	2	120	220	320	NaN	520	0.213810222223401	2	0	NaN	4473916.3749092	NaN	4473917.358303	4473917.87486068
14	20	0	0	90	36.1581920903955	36.241610738255	11	0.366689972057939	2	8	4	NaN	2	5	0.0534935379151947	0	1	NaN	6	1	6	2	120	220	320	NaN	520	1.67986364290118	1	0	NaN	4473918.9084977	NaN	4473919.8918852	4473920.40843556
14	20	0	0	90	36.1581920903955	36.241610738255	22	0.733379944115877	2	9	2	NaN	2	3	0.0534935379151947	0	1	NaN	7	1	7	2	120	220	320	NaN	520	2.64751261565834	2	1	NaN	4473922.9088873	NaN	4473923.8922852	4473924.40882418
14	20	0	0	90	36.1581920903955	36.241610738255	21	0.70004449211061	2	1	3	NaN	1	3	0.0534935379151947	0	1	NaN	8	1	8	2	120	220	320	NaN	520	0.288679921068251	1	1	NaN	4473927.8760456	NaN	4473928.8594274	4473929.37598188
14	20	0	0	90	36.1581920903955	36.241610738255	15	0.500031780079007	2	6	1	NaN	1	5	0.0534935379151947	0	1	NaN	9	1	9	2	120	220	320	NaN	520	0.472172189503908	1	1	NaN	4473930.4761668	NaN	4473931.4596926	4473931.97623801
14	20	0	0	90	36.1581920903955	36.241610738255	8	0.266683616042137	2	6	5	NaN	1	5	0.0534935379151947	0	1	NaN	10	1	10	2	120	220	320	NaN	520	0.287866321392357	1	1	NaN	4473933.2765793	NaN	4473934.2599523	4473934.77651888
14	20	0	0	90	36.1581920903955	36.241610738255	12	0.400025424063206	2	12	1	NaN	2	5	0.0534935379151947	0	1	NaN	11	1	11	2	120	220	320	NaN	520	0.495423868298531	2	1	NaN	4473935.8767053	NaN	4473936.8602208	4473937.37677273
14	20	0	0	90	36.1581920903955	36.241610738255	18	0.600038136094809	2	9	5	NaN	2	3	0.0534935379151947	0	1	NaN	12	1	12	2	120	220	320	NaN	520	0.438745122402906	1	0	NaN	4473938.6937677	NaN	4473939.6770633	4473940.19371798
14	20	0	0	90	36.1581920903955	36.241610738255	19	0.633373588100076	2	4	2	NaN	1	3	0.0534935379151947	0	1	NaN	13	1	13	2	120	220	320	NaN	520	0.344585937447846	1	1	NaN	4473941.4439144	NaN	4473942.4274185	4473942.94399706
14	20	0	0	90	36.1581920903955	36.241610738255	12	0.400025424063206	2	4	1	NaN	1	3	0.0534935379151947	0	1	NaN	14	1	14	2	120	220	320	NaN	520	0.269267168827355	1	1	NaN	4473944.110971	NaN	4473945.0943556	4473945.61091133
14	20	0	0	90	36.1581920903955	36.241610738255	8	0.266683616042137	2	8	1	NaN	2	5	0.0534935379151947	0	1	NaN	15	1	15	2	120	220	320	NaN	520	0.285819715820253	2	1	NaN	4473946.6945019	NaN	4473947.677949	4473948.19448998
14	20	0	0	90	36.1581920903955	36.241610738255	8	0.266683616042137	2	11	5	NaN	2	5	0.0534935379151947	0	1	NaN	16	1	16	2	120	220	320	NaN	520	0.261579821817577	2	1	NaN	4473949.2947942	NaN	4473950.2782224	4473950.79474638
14	20	0	0	90	36.1581920903955	36.241610738255	10	0.333354520052671	2	11	1	NaN	2	4	0.0534935379151947	0	1	NaN	17	1	17	2	120	220	320	NaN	520	0.334039863198996	2	1	NaN	4473951.8784076	NaN	4473952.8617891	4473953.37833284
14	20	0	0	90	36.1581920903955	36.241610738255	21	0.70004449211061	2	7	6	NaN	2	3	0.0534935379151947	0	1	NaN	18	1	18	2	120	220	320	NaN	520	0.0837919693440199	2	1	NaN	4473954.528641	NaN	4473955.5120446	4473956.02859293
14	20	0	0	90	36.1581920903955	36.241610738255	12	0.400025424063206	2	2	4	NaN	1	4	0.0534935379151947	0	1	NaN	19	1	19	2	120	220	320	NaN	520	0.259239468723536	2	0	NaN	4473956.9288875	NaN	4473957.9122858	4473958.42883213
14	20	0	0	90	36.1581920903955	36.241610738255	12	0.400025424063206	2	7	4	NaN	2	4	0.0534935379151947	0	1	NaN	20	1	20	2	120	220	320	NaN	520	0.276900821365416	2	1	NaN	4473959.4958035	NaN	4473960.4792075	4473960.99576228
14	20	0	0	90	36.1581920903955	36.241610738255	21	0.70004449211061	2	12	5	NaN	2	4	0.0534935379151947	0	1	NaN	21	1	21	2	120	220	320	NaN	520	0.340488668531179	2	1	NaN	4473962.0960662	NaN	4473963.0794391	4473963.59601643
14	20	0	0	90	36.1581920903955	36.241610738255	14	0.46669632807374	2	4	3	NaN	1	4	0.0534935379151947	0	1	NaN	22	1	22	2	120	220	320	NaN	520	0.265534868463874	1	1	NaN	4473964.7629982	NaN	4473965.7463874	4473966.26294253
14	20	0	0	90	36.1581920903955	36.241610738255	24	0.800050848126411	2	5	6	NaN	1	4	0.0534935379151947	0	1	NaN	23	1	23	2	120	220	320	NaN	520	0.329790168441832	1	1	NaN	4473967.3465699	NaN	4473968.3299844	4473968.84652923
14	20	0	0	90	36.1581920903955	36.241610738255	14	0.46669632807374	2	11	4	NaN	2	3	0.0534935379151947	0	1	NaN	24	1	24	2	120	220	320	NaN	520	1.15162316896021	2	1	NaN	4473969.9968532	NaN	4473970.9802315	4473971.49679103
14	20	0	0	90	36.1581920903955	36.241610738255	18	0.600038136094809	2	6	1	NaN	1	4	0.0534935379151947	0	1	NaN	25	1	25	2	120	220	320	NaN	520	0.292201278731227	1	1	NaN	4473973.4805108	NaN	4473974.463897	4473974.98046442
14	20	0	0	90	36.1581920903955	36.241610738255	18	0.600038136094809	2	6	2	NaN	1	4	0.0534935379151947	0	1	NaN	26	1	26	2	120	220	320	NaN	520	0.28292381670326	1	1	NaN	4473976.0973877	NaN	4473977.0808277	4473977.59737758
14	20	0	0	90	36.1581920903955	36.241610738255	16	0.533367232084274	2	4	3	NaN	1	5	0.0534935379151947	0	1	NaN	27	1	27	2	120	220	320	NaN	520	0.266672168858349	1	1	NaN	4473978.6976773	NaN	4473979.6811111	4473980.19763643
14	20	0	0	90	36.1581920903955	36.241610738255	11	0.366689972057939	2	9	4	NaN	2	4	0.0534935379151947	0	1	NaN	28	1	28	2	120	220	320	NaN	520	0.30694492161274	2	1	NaN	4473981.2812825	NaN	4473982.2646715	4473982.78123108
14	20	0	0	90	36.1581920903955	36.241610738255	22	0.733379944115877	2	8	4	NaN	2	4	0.0534935379151947	0	1	NaN	29	1	29	2	120	220	320	NaN	520	0.169606174342334	1	0	NaN	4473983.9149007	NaN	4473984.8982728	4473985.41482263
14	20	0	0	90	36.1581920903955	36.241610738255	6	0.200012712031603	2	6	3	NaN	1	4	0.0534935379151947	0	1	NaN	30	1	30	2	120	220	320	NaN	520	0.0779984686523676	1	1	NaN	4473986.398343	NaN	4473987.3818594	4473987.89839133
14	20	0	0	90	36.1581920903955	36.241610738255	7	0.23334816403687	2	7	5	NaN	2	3	0.0534935379151947	0	1	NaN	31	1	31	2	120	220	320	NaN	520	0.341598669067025	2	1	NaN	4473988.7986845	NaN	4473989.782089	4473990.29862593
14	20	0	0	90	36.1581920903955	36.241610738255	7	0.23334816403687	2	3	5	NaN	1	5	0.0534935379151947	0	1	NaN	32	1	32	2	120	220	320	NaN	520	0.27482792083174	1	1	NaN	4473991.4656076	NaN	4473992.449052	4473992.96556138
14	20	0	0	90	36.1581920903955	36.241610738255	8	0.266683616042137	2	2	4	NaN	1	4	0.0534935379151947	0	1	NaN	33	1	33	2	120	220	320	NaN	520	0.274499768391252	2	0	NaN	4473994.0658675	NaN	4473995.0492728	4473995.56581753
14	20	0	0	90	36.1581920903955	36.241610738255	9	0.300019068047404	2	1	2	NaN	1	3	0.0534935379151947	0	1	NaN	34	1	34	2	120	220	320	NaN	520	0.306323216296732	1	1	NaN	4473996.6661178	NaN	4473997.6495253	4473998.16607078
14	20	0	0	90	36.1581920903955	36.241610738255	13	0.433360876068473	2	12	1	NaN	2	4	0.0534935379151947	0	1	NaN	35	1	35	2	120	220	320	NaN	520	0.305184521712363	2	1	NaN	4473999.2830689	NaN	4474000.2664463	4474000.78299778
14	20	0	0	90	36.1581920903955	36.241610738255	8	0.266683616042137	2	10	5	NaN	2	3	0.0534935379151947	0	1	NaN	36	1	36	2	120	220	320	NaN	520	0.327820369042456	1	0	NaN	4474001.9166471	NaN	4474002.9000378	4474003.41658153
14	20	0	0	90	36.1581920903955	36.241610738255	23	0.766715396121144	2	12	4	NaN	2	3	0.0534935379151947	0	1	NaN	37	1	37	2	120	220	320	NaN	520	0.381915011443198	2	1	NaN	4474004.5668827	NaN	4474005.5502905	4474006.06684629
14	20	0	0	90	36.1581920903955	36.241610738255	10	0.333354520052671	2	9	3	NaN	2	4	0.0534935379151947	0	1	NaN	38	1	38	2	120	220	320	NaN	520	0.361219668760896	2	1	NaN	4474007.2670833	NaN	4474008.2505568	4474008.76713233
14	20	0	0	90	36.1581920903955	36.241610738255	20	0.666709040105343	2	1	5	NaN	1	5	0.0534935379151947	0	1	NaN	39	1	39	2	120	220	320	NaN	520	0.326005968265235	1	1	NaN	4474009.9507081	NaN	4474010.9342364	4474011.45070963
14	20	0	0	90	36.1581920903955	36.241610738255	16	0.533367232084274	2	7	2	NaN	2	4	0.0534935379151947	0	1	NaN	40	1	40	2	120	220	320	NaN	520	0.372512368485332	1	0	NaN	4474012.5843521	NaN	4474013.5677449	4474014.08430473
14	20	0	0	90	36.1581920903955	36.241610738255	6	0.200012712031603	2	5	2	NaN	1	3	0.0534935379151947	0	1	NaN	41	1	41	2	120	220	320	NaN	520	0.424476069398224	1	1	NaN	4474015.2679796	NaN	4474016.251379	4474016.76789203
14	20	0	0	90	36.1581920903955	36.241610738255	11	0.366689972057939	2	3	5	NaN	1	5	0.0534935379151947	0	1	NaN	42	1	42	2	120	220	320	NaN	520	0.835279273800552	1	1	NaN	4474018.0015621	NaN	4474018.9849515	4474019.50150433
14	20	0	0	90	36.1581920903955	36.241610738255	8	0.266683616042137	2	12	3	NaN	2	4	0.0534935379151947	0	1	NaN	43	1	43	2	120	220	320	NaN	520	0.764758422039449	1	0	NaN	4474021.151858	NaN	4474022.135258	4474022.65181238
14	20	0	0	90	36.1581920903955	36.241610738255	24	0.800050848126411	2	4	4	NaN	1	5	0.0534935379151947	0	1	NaN	44	1	44	2	120	220	320	NaN	520	0.281249668449163	1	1	NaN	4474024.2354959	NaN	4474025.2189116	4474025.73543793
14	20	0	0	90	36.1581920903955	36.241610738255	19	0.633373588100076	2	1	6	NaN	1	3	0.0534935379151947	0	1	NaN	45	1	45	2	120	220	320	NaN	520	0.288867268711329	1	1	NaN	4474026.8357488	NaN	4474027.8191989	4474028.33569553
14	20	0	0	90	36.1581920903955	36.241610738255	16	0.533367232084274	2	5	6	NaN	1	5	0.0534935379151947	0	1	NaN	46	1	46	2	120	220	320	NaN	520	0.280796568840742	1	1	NaN	4474029.4360167	NaN	4474030.4194008	4474030.93594873
14	20	0	0	90	36.1581920903955	36.241610738255	10	0.333354520052671	2	4	6	NaN	1	5	0.0534935379151947	0	1	NaN	47	1	47	2	120	220	320	NaN	520	0.0104098683223128	1	1	NaN	4474032.0362631	NaN	4474033.0196652	4474033.53621083
14	20	0	0	90	36.1581920903955	36.241610738255	6	0.200012712031603	2	12	5	NaN	2	3	0.0534935379151947	0	1	NaN	48	1	48	2	120	220	320	NaN	520	0.163824415765703	2	1	NaN	4474034.3530149	NaN	4474035.3365769	4474035.85309948
14	20	0	0	90	36.1581920903955	36.241610738255	21	0.70004449211061	2	4	6	NaN	1	5	0.0534935379151947	0	1	NaN	49	1	49	2	120	220	320	NaN	520	1.13594716787338	2	0	NaN	4474036.8367365	NaN	4474037.8201301	4474038.33668393
14	20	0	0	90	36.1581920903955	36.241610738255	15	0.500031780079007	2	11	4	NaN	2	4	0.0534935379151947	0	1	NaN	50	1	50	2	120	220	320	NaN	520	0.253502221778035	2	1	NaN	4474040.2870805	NaN	4474041.2704684	4474041.78701788
14	20	0	0	90	36.1581920903955	36.241610738255	10	0.333354520052671	2	3	4	NaN	1	4	0.0534935379151947	0	1	NaN	51	1	51	2	120	220	320	NaN	520	0.182808268815279	1	1	NaN	4474042.8540961	NaN	4474043.8374478	4474044.35393803
14	20	0	0	90	36.1581920903955	36.241610738255	12	0.400025424063206	2	9	1	NaN	2	5	0.0534935379151947	0	1	NaN	52	1	52	2	120	220	320	NaN	520	0.364289773628116	2	1	NaN	4474045.5041145	NaN	4474046.4876444	4474047.00420673
14	20	0	0	90	36.1581920903955	36.241610738255	6	0.200012712031603	2	1	1	NaN	1	4	0.0534935379151947	0	1	NaN	53	1	53	2	120	220	320	NaN	520	0.306963267736137	1	1	NaN	4474048.5377532	NaN	4474049.5213216	4474050.03782673
14	20	0	0	90	36.1581920903955	36.241610738255	21	0.70004449211061	2	9	6	NaN	2	3	0.0534935379151947	0	1	NaN	54	1	54	2	120	220	320	NaN	520	0.370086722075939	2	1	NaN	4474051.1547942	NaN	4474052.1381985	4474052.65476048
14	20	0	0	90	36.1581920903955	36.241610738255	20	0.666709040105343	2	9	1	NaN	2	5	0.0534935379151947	0	1	NaN	55	1	55	2	120	220	320	NaN	520	0.230118752457201	2	1	NaN	4474053.838418	NaN	4474054.8218021	4474055.33834545
14	20	0	0	90	36.1581920903955	36.241610738255	12	0.400025424063206	2	5	4	NaN	1	3	0.0534935379151947	0	1	NaN	56	1	56	2	120	220	320	NaN	520	0.217221069149673	1	1	NaN	4474056.7553699	NaN	4474057.7387416	4474058.25530103
14	20	0	0	90	36.1581920903955	36.241610738255	11	0.366689972057939	2	11	3	NaN	2	3	0.0534935379151947	0	1	NaN	57	1	57	2	120	220	320	NaN	520	0.2998684681952	2	1	NaN	4474059.2889335	NaN	4474060.2723387	4474060.78888383
14	20	0	0	90	36.1581920903955	36.241610738255	20	0.666709040105343	2	7	4	NaN	2	3	0.0534935379151947	0	1	NaN	58	1	58	2	120	220	320	NaN	520	0.290677468292415	2	1	NaN	4474061.9058803	NaN	4474062.8892531	4474063.40580913
14	20	0	0	90	36.1581920903955	36.241610738255	18	0.600038136094809	2	5	4	NaN	1	4	0.0534935379151947	0	1	NaN	59	1	59	2	120	220	320	NaN	520	0.210472015663981	2	0	NaN	4474064.5061183	NaN	4474065.4895137	4474066.00606288
14	20	0	0	90	36.1581920903955	36.241610738255	15	0.500031780079007	2	1	2	NaN	1	5	0.0534935379151947	0	1	NaN	60	1	60	2	120	220	320	NaN	520	0.0103910211473703	1	1	NaN	4474067.0230555	NaN	4474068.0064183	4474068.52298398
14	20	0	0	90	36.1581920903955	36.241610738255	14	0.46669632807374	2	12	6	NaN	2	4	0.0534935379151947	0	1	NaN	61	1	61	2	120	220	320	NaN	520	0.968646521680057	2	1	NaN	4474069.3399126	NaN	4474070.323315	4474070.83987458
14	20	0	0	90	36.1581920903955	36.241610738255	0	0	1	5	6	NaN	1	4	0.0534935379151947	0	1	NaN	62	1	62	2	110	210	310	NaN	510	0.204873968847096	1	1	NaN	4474072.6235916	NaN	4474073.6069831	4474074.12352593
14	20	0	0	90	36.1581920903955	36.241610738255	19	0.633373588100076	2	9	2	NaN	2	5	0.0534935379151947	0	1	NaN	63	1	63	2	120	220	320	NaN	520	1.56013656873256	1	0	NaN	4474075.1404878	NaN	4474076.1238763	4474076.64043903
14	20	0	0	90	36.1581920903955	36.241610738255	24	0.800050848126411	2	6	5	NaN	1	3	0.0534935379151947	0	1	NaN	64	2	1	2	120	220	320	NaN	520	0.0104557685554028	1	1	NaN	4474091.2419576	NaN	4474092.2254793	4474092.74202243
14	20	0	0	90	36.1581920903955	36.241610738255	14	0.46669632807374	2	7	6	NaN	2	5	0.0534935379151947	0	1	NaN	65	2	2	2	120	220	320	NaN	520	0.0104316165670753	2	1	NaN	4474093.5588777	NaN	4474094.5423985	4474095.05891528
14	20	0	0	90	36.1581920903955	36.241610738255	25	0.833386300131679	2	10	2	NaN	2	5	0.0534935379151947	0	1	NaN	66	2	3	2	120	220	320	NaN	520	0.396009622141719	1	0	NaN	4474096.3925654	NaN	4474097.3759846	4474097.89253188
