subjno	age	gender	isPractice	viewdist	CmToPixX	CmToPixY	SOA_frm	SOA_time	targNum	targID	targExample	targRace	targGender	firstTargPos	contrast	familiarity	curr_staircase	iStair	TrialNum	BlockNum	blktrl	sessionNum	TC_FIXATION	TC_RSVP_START	TC_RSVP_END	TC_BLANK	TC_RESPONSE_ONSET	RT2afc	resp_2afc	acc	RSVPOnsetVBL	RSVPOnsetTime	RSVPOffsetVBL	RSVPOffsetTime	startrt_2afc
106	19	0	0	90	36.1581920903955	36.241610738255	9	0.300029400084168	2	12	5	NaN	2	3	0.118274082371019	0	1	NaN	1	1	1	2	120	220	320	NaN	520	1.18668337864801	2	1	NaN	3724140.5193877	NaN	3724141.5029108	3724142.03607752
106	19	0	0	90	36.1581920903955	36.241610738255	20	0.666732000187039	2	12	1	NaN	2	4	0.118274082371019	0	1	NaN	2	1	2	2	120	220	320	NaN	520	0.875878875143826	1	0	NaN	3724144.0865086	NaN	3724145.0699106	3724145.60309012
106	19	0	0	90	36.1581920903955	36.241610738255	16	0.533385600149632	2	9	5	NaN	2	3	0.118274082371019	0	1	NaN	3	1	3	2	120	220	320	NaN	520	0.691412043292075	2	1	NaN	3724147.3034713	NaN	3724148.2868976	3724148.80340606
106	19	0	0	90	36.1581920903955	36.241610738255	13	0.433375800121576	2	12	1	NaN	2	3	0.118274082371019	0	1	NaN	4	1	4	2	120	220	320	NaN	520	1.67464057495818	2	1	NaN	3724150.3203215	NaN	3724151.303846	3724151.82036242
106	19	0	0	90	36.1581920903955	36.241610738255	25	0.833415000233799	2	9	4	NaN	2	4	0.118274082371019	0	1	NaN	5	1	5	2	120	220	320	NaN	520	0.594418139662594	2	1	NaN	3724154.3207398	NaN	3724155.304305	3724155.82076646
106	19	0	0	90	36.1581920903955	36.241610738255	11	0.366702600102872	2	3	6	NaN	1	4	0.118274082371019	0	1	NaN	6	1	6	2	120	220	320	NaN	520	2.11680662306026	2	0	NaN	3724157.2545527	NaN	3724158.2379726	3724158.75437998
106	19	0	0	90	36.1581920903955	36.241610738255	13	0.433375800121576	2	12	4	NaN	2	4	0.118274082371019	0	1	NaN	7	1	7	2	120	220	320	NaN	520	1.05908842757344	2	1	NaN	3724161.6882017	NaN	3724162.6716159	3724163.18815297
106	19	0	0	90	36.1581920903955	36.241610738255	10	0.33336600009352	2	11	5	NaN	2	5	0.118274082371019	0	1	NaN	8	1	8	2	120	220	320	NaN	520	0.714694375172257	1	0	NaN	3724165.0718584	NaN	3724166.0552752	3724166.57181082
106	19	0	0	90	36.1581920903955	36.241610738255	14	0.466712400130928	2	4	1	NaN	1	3	0.118274082371019	0	1	NaN	9	1	9	2	120	220	320	NaN	520	0.385326975025237	1	1	NaN	3724168.1055366	NaN	3724169.0889099	3724169.60545103
106	19	0	0	90	36.1581920903955	36.241610738255	12	0.400039200112224	2	1	5	NaN	1	5	0.118274082371019	0	1	NaN	10	1	10	2	120	220	320	NaN	520	0.500481439754367	2	0	NaN	3724170.8224435	NaN	3724171.8058596	3724172.32238026
