subjno	age	gender	isPractice	viewdist	CmToPixX	CmToPixY	SOA_frm	SOA_time	targNum	targID	targExample	targRace	targGender	firstTargPos	contrast	familiarity	curr_staircase	iStair	TrialNum	BlockNum	blktrl	sessionNum	TC_FIXATION	TC_RSVP_START	TC_RSVP_END	TC_BLANK	TC_RESPONSE_ONSET	RT2afc	resp_2afc	acc	RSVPOnsetVBL	RSVPOnsetTime	RSVPOffsetVBL	RSVPOffsetTime	startrt_2afc
41	19	1	0	90	36.1581920903955	36.241610738255	14	0.466699968036264	2	9	6	NaN	2	4	0.07020130164029	1	1	NaN	1	1	1	2	121	221	321	NaN	521	1.74088607495651	2	1	NaN	1735786.5831916	NaN	1735787.5664386	1735788.09956342
41	19	1	0	90	36.1581920903955	36.241610738255	7	0.233349984018132	2	11	2	NaN	2	5	0.07020130164029	1	1	NaN	2	1	2	2	121	221	321	NaN	521	0.159592827549204	1	0	NaN	1735790.7002333	NaN	1735791.6835009	1735792.21664607
41	19	1	0	90	36.1581920903955	36.241610738255	13	0.433364256033674	2	3	6	NaN	1	3	0.07020130164029	1	1	NaN	3	1	3	2	121	221	321	NaN	521	0.0106959124095738	1	1	NaN	1735793.2003279	NaN	1735794.1836665	1735794.70021189
41	19	1	0	90	36.1581920903955	36.241610738255	16	0.533371392041445	2	6	3	NaN	1	4	0.07020130164029	1	1	NaN	4	1	4	2	121	221	321	NaN	521	0.237732469802722	1	1	NaN	1735795.5503663	NaN	1735796.533888	1735797.05044573
41	19	1	0	90	36.1581920903955	36.241610738255	14	0.466699968036264	2	9	1	NaN	2	5	0.07020130164029	1	1	NaN	5	1	5	2	121	221	321	NaN	521	0.126914069987833	2	1	NaN	1735798.1174061	NaN	1735799.100859	1735799.61736603
41	19	1	0	90	36.1581920903955	36.241610738255	8	0.266685696020722	2	4	3	NaN	1	5	0.07020130164029	1	1	NaN	6	1	6	2	121	221	321	NaN	521	0.01042311755009	1	1	NaN	1735800.5843248	NaN	1735801.5677163	1735802.08426748
41	19	1	0	90	36.1581920903955	36.241610738255	16	0.533371392041445	2	9	4	NaN	2	3	0.07020130164029	1	1	NaN	7	1	7	2	121	221	321	NaN	521	0.0104159701149911	2	1	NaN	1735802.9179016	NaN	1735803.901276	1735804.41783713
41	19	1	0	90	36.1581920903955	36.241610738255	19	0.633378528049216	2	6	2	NaN	1	5	0.07020130164029	1	1	NaN	8	1	8	2	121	221	321	NaN	521	0.328888422576711	1	1	NaN	1735805.2514172	NaN	1735806.2348396	1735806.75141088
41	19	1	0	90	36.1581920903955	36.241610738255	16	0.533371392041445	2	11	1	NaN	2	5	0.07020130164029	1	1	NaN	9	1	9	2	121	221	321	NaN	521	0.270252370042726	1	0	NaN	1735807.9016814	NaN	1735808.8851076	1735809.40165783
41	19	1	0	90	36.1581920903955	36.241610738255	0	0	1	8	1	NaN	2	3	0.07020130164029	1	1	NaN	10	1	10	2	111	211	311	NaN	511	0.0103926225565374	2	1	NaN	1735810.5019871	NaN	1735811.4853623	1735812.00191818
